Author,Type,Study,Domain,Domain_short,Risk_Type
Gallas-Lopes,Replication,"Molina-Hernandez, 2008b",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Replication,"Molina-Hernandez, 2008b",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Molina-Hernandez, 2008b",Detection bias: blinding,D7,Low
Gallas-Lopes,Replication,"Molina-Hernandez, 2008b",Attrition bias: incomplete outcome data,D8,Unclear
Gallas-Lopes,Replication,"Molina-Hernandez, 2008b",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Replication,"Molina-Hernandez, 2008b",Other sources of bias,D10,Low
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Molina-Hernandez, 2008a",Other sources of bias,D10,Low
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Molina-Hernandez, 2008b",Other sources of bias,D10,Low
Gallas-Lopes,Replication,"Nagpal, 2013",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Nagpal, 2013",Selection bias: baseline characteristics,D2,Low
Gallas-Lopes,Replication,"Nagpal, 2013",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Nagpal, 2013",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Nagpal, 2013",Performance bias: blinding,D5,High
Gallas-Lopes,Replication,"Nagpal, 2013",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Nagpal, 2013",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Replication,"Nagpal, 2013",Attrition bias: incomplete outcome data,D8,High
Gallas-Lopes,Replication,"Nagpal, 2013",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Replication,"Nagpal, 2013",Other sources of bias,D10,High
Gallas-Lopes,Original,"Nagpal, 2013",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Nagpal, 2013",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Nagpal, 2013",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Nagpal, 2013",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Nagpal, 2013",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Nagpal, 2013",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Nagpal, 2013",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Nagpal, 2013",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Original,"Nagpal, 2013",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Nagpal, 2013",Other sources of bias,D10,Low
Ramage,Original,"Nunes et al., 2015",Selection bias: sequence generation,D1,High
Ramage,Replication,"Nunes et al., 2015",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Nunes et al., 2015",Other sources of bias,D10,Low
Ramage,Original,"Nunes et al., 2015",Selection bias: baseline characteristics,D2,Low
Ramage,Original,"Nunes et al., 2015",Selection bias: allocation concealment,D3,High
Ramage,Original,"Nunes et al., 2015",Performance bias: random housing,D4,High
Ramage,Original,"Nunes et al., 2015",Performance bias: blinding,D5,High
Ramage,Original,"Nunes et al., 2015",Detection bias: random outcome assessment,D6,High
Ramage,Original,"Nunes et al., 2015",Detection bias: blinding,D7,Low
Ramage,Original,"Nunes et al., 2015",Attrition bias: incomplete outcome data,D8,Low
Ramage,Original,"Nunes et al., 2015",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Nunes et al., 2015",Other sources of bias,D10,Low
Ramage,Replication,"Nunes et al., 2015",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Nunes et al., 2015",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Nunes et al., 2015",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Nunes et al., 2015",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Nunes et al., 2015",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Nunes et al., 2015",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Nunes et al., 2015",Attrition bias: incomplete outcome data,D8,Low
Ramage,Replication,"Nunes et al., 2015",Reporting bias: selective outcome reporting,D9,High
Ramage,Original,"Pan et al., 2018",Selection bias: sequence generation,D1,High
Ramage,Replication,"Pan et al., 2018",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Pan et al., 2018",Other sources of bias,D10,High
Ramage,Original,"Pan et al., 2018",Selection bias: baseline characteristics,D2,Low
Ramage,Original,"Pan et al., 2018",Selection bias: allocation concealment,D3,High
Ramage,Original,"Pan et al., 2018",Performance bias: random housing,D4,High
Ramage,Original,"Pan et al., 2018",Performance bias: blinding,D5,High
Ramage,Original,"Pan et al., 2018",Detection bias: random outcome assessment,D6,High
Ramage,Original,"Pan et al., 2018",Detection bias: blinding,D7,High
Ramage,Original,"Pan et al., 2018",Attrition bias: incomplete outcome data,D8,Low
Ramage,Original,"Pan et al., 2018",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Pan et al., 2018",Other sources of bias,D10,Low
Ramage,Replication,"Pan et al., 2018",Selection bias: baseline characteristics,D2,Low
Ramage,Replication,"Pan et al., 2018",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Pan et al., 2018",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Pan et al., 2018",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Pan et al., 2018",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Pan et al., 2018",Detection bias: blinding,D7,Low
Ramage,Replication,"Pan et al., 2018",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Replication,"Pan et al., 2018",Reporting bias: selective outcome reporting,D9,Unclear
Vojvodic,Replication,Pignataro 2013,Selection bias: sequence generation,D1,Unclear
Vojvodic,Replication,Pignataro 2013,Selection bias: baseline characteristics,D2,Unclear
Vojvodic,Replication,Pignataro 2013,Selection bias: allocation concealment,D3,Unclear
Vojvodic,Replication,Pignataro 2013,Performance bias: random housing,D4,Unclear
Vojvodic,Replication,Pignataro 2013,Performance bias: blinding,D5,Unclear
Vojvodic,Replication,Pignataro 2013,Detection bias: random outcome assessment,D6,Unclear
Vojvodic,Replication,Pignataro 2013,Detection bias: blinding,D7,Low
Vojvodic,Replication,Pignataro 2013,Attrition bias: incomplete outcome data,D8,High
Vojvodic,Replication,Pignataro 2013,Reporting bias: selective outcome reporting,D9,Low
Vojvodic,Replication,Pignataro 2013,Other sources of bias,D10,Unclear
Vojvodic,Original,Pignataro 2013,Selection bias: sequence generation,D1,Unclear
Vojvodic,Original,Pignataro 2013,Selection bias: baseline characteristics,D2,Unclear
Vojvodic,Original,Pignataro 2013,Selection bias: allocation concealment,D3,Unclear
Vojvodic,Original,Pignataro 2013,Performance bias: random housing,D4,Unclear
Vojvodic,Original,Pignataro 2013,Performance bias: blinding,D5,High
Vojvodic,Original,Pignataro 2013,Detection bias: random outcome assessment,D6,Unclear
Vojvodic,Original,Pignataro 2013,Detection bias: blinding,D7,Low
Vojvodic,Original,Pignataro 2013,Attrition bias: incomplete outcome data,D8,High
Vojvodic,Original,Pignataro 2013,Reporting bias: selective outcome reporting,D9,Low
Vojvodic,Original,Pignataro 2013,Other sources of bias,D10,Low
Vojvodic,Replication,Qi 2016,Selection bias: sequence generation,D1,Unclear
Vojvodic,Replication,Qi 2016,Selection bias: baseline characteristics,D2,Unclear
Vojvodic,Replication,Qi 2016,Selection bias: allocation concealment,D3,Unclear
Vojvodic,Replication,Qi 2016,Performance bias: random housing,D4,Unclear
Vojvodic,Replication,Qi 2016,Performance bias: blinding,D5,Unclear
Vojvodic,Replication,Qi 2016,Detection bias: random outcome assessment,D6,Unclear
Vojvodic,Replication,Qi 2016,Detection bias: blinding,D7,Unclear
Vojvodic,Replication,Qi 2016,Attrition bias: incomplete outcome data,D8,Unclear
Vojvodic,Replication,Qi 2016,Reporting bias: selective outcome reporting,D9,High
Vojvodic,Replication,Qi 2016,Other sources of bias,D10,High
Vojvodic,Original,Qi 2016,Selection bias: sequence generation,D1,Unclear
Vojvodic,Original,Qi 2016,Selection bias: baseline characteristics,D2,Unclear
Vojvodic,Original,Qi 2016,Selection bias: allocation concealment,D3,Unclear
Vojvodic,Original,Qi 2016,Performance bias: random housing,D4,Unclear
Vojvodic,Original,Qi 2016,Performance bias: blinding,D5,Unclear
Vojvodic,Original,Qi 2016,Detection bias: random outcome assessment,D6,Unclear
Vojvodic,Original,Qi 2016,Detection bias: blinding,D7,Unclear
Vojvodic,Original,Qi 2016,Attrition bias: incomplete outcome data,D8,High
Vojvodic,Original,Qi 2016,Reporting bias: selective outcome reporting,D9,High
Vojvodic,Original,Qi 2016,Other sources of bias,D10,Low
Gallas-Lopes,Replication,"Rinwa, 2013",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Rinwa, 2013",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Replication,"Rinwa, 2013",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Rinwa, 2013",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Rinwa, 2013",Performance bias: blinding,D5,High
Gallas-Lopes,Replication,"Rinwa, 2013",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Rinwa, 2013",Detection bias: blinding,D7,Low
Gallas-Lopes,Replication,"Rinwa, 2013",Attrition bias: incomplete outcome data,D8,High
Gallas-Lopes,Replication,"Rinwa, 2013",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Replication,"Rinwa, 2013",Other sources of bias,D10,High
Gallas-Lopes,Original,"Rinwa, 2013",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Rinwa, 2013",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Rinwa, 2013",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Rinwa, 2013",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Rinwa, 2013",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Rinwa, 2013",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Rinwa, 2013",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Rinwa, 2013",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Original,"Rinwa, 2013",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Rinwa, 2013",Other sources of bias,D10,High
Ramage,Original,"Rocha et al., 2020",Selection bias: sequence generation,D1,High
Ramage,Replication,"Rocha et al., 2020",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Rocha et al., 2020",Other sources of bias,D10,Low
Ramage,Original,"Rocha et al., 2020",Selection bias: baseline characteristics,D2,Low
Ramage,Original,"Rocha et al., 2020",Selection bias: allocation concealment,D3,High
Ramage,Original,"Rocha et al., 2020",Performance bias: random housing,D4,High
Ramage,Original,"Rocha et al., 2020",Performance bias: blinding,D5,High
Ramage,Original,"Rocha et al., 2020",Detection bias: random outcome assessment,D6,High
Ramage,Original,"Rocha et al., 2020",Detection bias: blinding,D7,High
Ramage,Original,"Rocha et al., 2020",Attrition bias: incomplete outcome data,D8,Low
Ramage,Original,"Rocha et al., 2020",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Rocha et al., 2020",Other sources of bias,D10,High
Ramage,Replication,"Rocha et al., 2020",Selection bias: baseline characteristics,D2,Low
Ramage,Replication,"Rocha et al., 2020",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Rocha et al., 2020",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Rocha et al., 2020",Performance bias: blinding,D5,High
Ramage,Replication,"Rocha et al., 2020",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Rocha et al., 2020",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Rocha et al., 2020",Attrition bias: incomplete outcome data,D8,Low
Ramage,Replication,"Rocha et al., 2020",Reporting bias: selective outcome reporting,D9,High
Gallas-Lopes,Replication,"Saravi, 2016a",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Saravi, 2016a",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Replication,"Saravi, 2016a",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Saravi, 2016a",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Saravi, 2016a",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Replication,"Saravi, 2016a",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Saravi, 2016a",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Replication,"Saravi, 2016a",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Replication,"Saravi, 2016a",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Replication,"Saravi, 2016a",Other sources of bias,D10,Unclear
Gallas-Lopes,Original,"Saravi, 2016a",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Saravi, 2016a",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Saravi, 2016a",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Saravi, 2016a",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Saravi, 2016a",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Saravi, 2016a",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Saravi, 2016a",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Saravi, 2016a",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Original,"Saravi, 2016a",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Saravi, 2016a",Other sources of bias,D10,Low
Gallas-Lopes,Replication,"Saravi, 2016b",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Saravi, 2016b",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Replication,"Saravi, 2016b",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Saravi, 2016b",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Saravi, 2016b",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Replication,"Saravi, 2016b",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Saravi, 2016b",Detection bias: blinding,D7,Low
Gallas-Lopes,Replication,"Saravi, 2016b",Attrition bias: incomplete outcome data,D8,High
Gallas-Lopes,Replication,"Saravi, 2016b",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Replication,"Saravi, 2016b",Other sources of bias,D10,Unclear
Gallas-Lopes,Original,"Saravi, 2016b",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Saravi, 2016b",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Saravi, 2016b",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Saravi, 2016b",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Saravi, 2016b",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Saravi, 2016b",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Saravi, 2016b",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Saravi, 2016b",Attrition bias: incomplete outcome data,D8,Unclear
Gallas-Lopes,Original,"Saravi, 2016b",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Saravi, 2016b",Other sources of bias,D10,Low
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Selection bias: sequence generation,D1,Unclear
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Other sources of bias,D10,Unclear
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Selection bias: baseline characteristics,D2,Low
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Performance bias: blinding,D5,High
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Detection bias: blinding,D7,Low
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Attrition bias: incomplete outcome data,D8,Low
Ramage,Replication,"Schaeffer E. L., Catanozi S., West M. J., Gattaz W. F",Reporting bias: selective outcome reporting,D9,High
Vojvodic,Replication,Shan 2013,Selection bias: sequence generation,D1,Unclear
Vojvodic,Replication,Shan 2013,Selection bias: baseline characteristics,D2,Unclear
Vojvodic,Replication,Shan 2013,Selection bias: allocation concealment,D3,Unclear
Vojvodic,Replication,Shan 2013,Performance bias: random housing,D4,Unclear
Vojvodic,Replication,Shan 2013,Performance bias: blinding,D5,Unclear
Vojvodic,Replication,Shan 2013,Detection bias: random outcome assessment,D6,Unclear
Vojvodic,Replication,Shan 2013,Detection bias: blinding,D7,Unclear
Vojvodic,Replication,Shan 2013,Attrition bias: incomplete outcome data,D8,High
Vojvodic,Replication,Shan 2013,Reporting bias: selective outcome reporting,D9,High
Vojvodic,Replication,Shan 2013,Other sources of bias,D10,High
Vojvodic,Original,Shan 2013,Selection bias: sequence generation,D1,Unclear
Vojvodic,Original,Shan 2013,Selection bias: baseline characteristics,D2,Unclear
Vojvodic,Original,Shan 2013,Selection bias: allocation concealment,D3,High
Vojvodic,Original,Shan 2013,Performance bias: random housing,D4,Unclear
Vojvodic,Original,Shan 2013,Performance bias: blinding,D5,High
Vojvodic,Original,Shan 2013,Detection bias: random outcome assessment,D6,Unclear
Vojvodic,Original,Shan 2013,Detection bias: blinding,D7,Unclear
Vojvodic,Original,Shan 2013,Attrition bias: incomplete outcome data,D8,High
Vojvodic,Original,Shan 2013,Reporting bias: selective outcome reporting,D9,High
Vojvodic,Original,Shan 2013,Other sources of bias,D10,Unclear
Ramage,Original,"Sharma and Taliyan, 2015",Selection bias: sequence generation,D1,High
,,,,,
Ramage,Original,"Sharma and Taliyan, 2015",Other sources of bias,D10,Low
Ramage,Original,"Sharma and Taliyan, 2015",Selection bias: baseline characteristics,D2,Unclear
Ramage,Original,"Sharma and Taliyan, 2015",Selection bias: allocation concealment,D3,High
Ramage,Original,"Sharma and Taliyan, 2015",Performance bias: random housing,D4,High
Ramage,Original,"Sharma and Taliyan, 2015",Performance bias: blinding,D5,High
Ramage,Original,"Sharma and Taliyan, 2015",Detection bias: random outcome assessment,D6,High
Ramage,Original,"Sharma and Taliyan, 2015",Detection bias: blinding,D7,High
Ramage,Original,"Sharma and Taliyan, 2015",Attrition bias: incomplete outcome data,D8,Low
Ramage,Original,"Sharma and Taliyan, 2015",Reporting bias: selective outcome reporting,D9,Low
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Gallas-Lopes,Replication,"Singh, 2016",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Singh, 2016",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Replication,"Singh, 2016",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Singh, 2016",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Singh, 2016",Performance bias: blinding,D5,High
Gallas-Lopes,Replication,"Singh, 2016",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Singh, 2016",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Replication,"Singh, 2016",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Replication,"Singh, 2016",Reporting bias: selective outcome reporting,D9,High
Gallas-Lopes,Replication,"Singh, 2016",Other sources of bias,D10,High
Gallas-Lopes,Original,"Singh, 2016",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Singh, 2016",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Singh, 2016",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Singh, 2016",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Singh, 2016",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Singh, 2016",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Singh, 2016",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Singh, 2016",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Original,"Singh, 2016",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Singh, 2016",Other sources of bias,D10,High
Gallas-Lopes,Replication,"Singh, 2017",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Singh, 2017",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Replication,"Singh, 2017",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Singh, 2017",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Singh, 2017",Performance bias: blinding,D5,High
Gallas-Lopes,Replication,"Singh, 2017",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Singh, 2017",Detection bias: blinding,D7,Low
Gallas-Lopes,Replication,"Singh, 2017",Attrition bias: incomplete outcome data,D8,Unclear
Gallas-Lopes,Replication,"Singh, 2017",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Replication,"Singh, 2017",Other sources of bias,D10,High
Gallas-Lopes,Original,"Singh, 2017",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Singh, 2017",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Singh, 2017",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Singh, 2017",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Singh, 2017",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Singh, 2017",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Singh, 2017",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Singh, 2017",Attrition bias: incomplete outcome data,D8,Unclear
Gallas-Lopes,Original,"Singh, 2017",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Singh, 2017",Other sources of bias,D10,Low
Ramage,Original,"Sudduth et al., 2012",Selection bias: sequence generation,D1,High
Ramage,Replication,"Sudduth et al., 2012",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Sudduth et al., 2012",Other sources of bias,D10,High
Ramage,Original,"Sudduth et al., 2012",Selection bias: baseline characteristics,D2,Low
Ramage,Original,"Sudduth et al., 2012",Selection bias: allocation concealment,D3,High
Ramage,Original,"Sudduth et al., 2012",Performance bias: random housing,D4,High
Ramage,Original,"Sudduth et al., 2012",Performance bias: blinding,D5,High
Ramage,Original,"Sudduth et al., 2012",Detection bias: random outcome assessment,D6,Low
Ramage,Original,"Sudduth et al., 2012",Detection bias: blinding,D7,High
Ramage,Original,"Sudduth et al., 2012",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Original,"Sudduth et al., 2012",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Sudduth et al., 2012",Other sources of bias,D10,Unclear
Ramage,Replication,"Sudduth et al., 2012",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Sudduth et al., 2012",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Sudduth et al., 2012",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Sudduth et al., 2012",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Sudduth et al., 2012",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Sudduth et al., 2012",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Sudduth et al., 2012",Attrition bias: incomplete outcome data,D8,Low
Ramage,Replication,"Sudduth et al., 2012",Reporting bias: selective outcome reporting,D9,Unclear
Gallas-Lopes,Replication,"Tong, 2017",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Tong, 2017",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Replication,"Tong, 2017",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Tong, 2017",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Tong, 2017",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Replication,"Tong, 2017",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Tong, 2017",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Replication,"Tong, 2017",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Replication,"Tong, 2017",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Replication,"Tong, 2017",Other sources of bias,D10,Unclear
Gallas-Lopes,Original,"Tong, 2017",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Tong, 2017",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Tong, 2017",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Tong, 2017",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Tong, 2017",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Tong, 2017",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Tong, 2017",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Tong, 2017",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Original,"Tong, 2017",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Tong, 2017",Other sources of bias,D10,Low
Ramage,Original,"Trujillo-Estrada et al., 2013",Selection bias: sequence generation,D1,Unclear
Ramage,Replication,"Trujillo-Estrada et al., 2013",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Trujillo-Estrada et al., 2013",Other sources of bias,D10,High
Ramage,Original,"Trujillo-Estrada et al., 2013",Selection bias: baseline characteristics,D2,Low
